EPOCHS,OPTIM,RESIDUAL,AUGMENTED,DROPOUT,BATCH_NORM,ACC_TRAIN,ACC_TEST,TEST_F1,ERROR_TRAIN,ERROR_TEST
10,"ADAM,0.0009,WD=0.0001",True,True,0.3,False,60.99500060081482,69.62000131607056,0.6962,1.0995419025421143,0.8689544200897217
11,"ADAM,0.0009,WD=0.0001",True,True,0.3,False,61.85799837112427,69.05999779701233,0.6906,1.0769798755645752,0.8933126926422119
12,"ADAM,0.0009,WD=0.0001",True,True,0.3,False,62.62199878692627,70.70000171661377,0.707,1.05841863155365,0.8452049493789673
13,"ADAM,0.0009,WD=0.0001",True,True,0.3,False,62.773001194000244,70.19000053405762,0.7019,1.0496456623077393,0.8645667433738708
14,"ADAM,0.0009,WD=0.0001",True,True,0.3,False,63.138002157211304,71.86999917030334,0.7187,1.0319489240646362,0.8282051682472229
15,"ADAM,0.0009,WD=0.0001",True,True,0.3,False,64.055997133255,70.73000073432922,0.7073,1.0155065059661865,0.8391547203063965
1,"ADAM,0.0009,WD=0.0001",True,False,0,True,38.378000259399414,48.24000000953674,0.4824,1.7105989456176758,1.4179998636245728
2,"ADAM,0.0009,WD=0.0001",True,False,0,True,54.53600287437439,56.99999928474426,0.57,1.2772573232650757,1.2012015581130981
3,"ADAM,0.0009,WD=0.0001",True,False,0,True,59.046000242233276,59.039998054504395,0.5904,1.15333092212677,1.1331418752670288
4,"ADAM,0.0009,WD=0.0001",True,False,0,True,62.73000240325928,63.2099986076355,0.6321,1.0604631900787354,1.0421675443649292
5,"ADAM,0.0009,WD=0.0001",True,False,0,True,65.70000052452087,65.03000259399414,0.6503,0.9731607437133789,0.995490550994873
6,"ADAM,0.0009,WD=0.0001",True,False,0,True,68.04999709129333,65.43999910354614,0.6544,0.9107749462127686,0.9852373600006104
7,"ADAM,0.0009,WD=0.0001",True,False,0,True,69.96399760246277,66.3100004196167,0.6631,0.8573293089866638,0.9605560302734375
8,"ADAM,0.0009,WD=0.0001",True,False,0,True,71.96199893951416,67.97999739646912,0.6798,0.8041849732398987,0.93202805519104
9,"ADAM,0.0009,WD=0.0001",True,False,0,True,73.48799705505371,68.09999942779541,0.681,0.7536388039588928,0.917844831943512
10,"ADAM,0.0009,WD=0.0001",True,False,0,True,75.46600103378296,69.34000253677368,0.6934,0.7052959203720093,0.88267982006073
11,"ADAM,0.0009,WD=0.0001",True,False,0,True,76.86200141906738,69.65000033378601,0.6965,0.6622042059898376,0.881989598274231
12,"ADAM,0.0009,WD=0.0001",True,False,0,True,78.78400087356567,69.91999745368958,0.6992,0.6123659610748291,0.8983726501464844
13,"ADAM,0.0009,WD=0.0001",True,False,0,True,80.01599907875061,70.24999856948853,0.7025,0.5705345869064331,0.9013164639472961
14,"ADAM,0.0009,WD=0.0001",True,False,0,True,81.73999786376953,70.70000171661377,0.707,0.5283582806587219,0.8867504596710205
15,"ADAM,0.0009,WD=0.0001",True,False,0,True,83.07999968528748,70.24999856948853,0.7025,0.48790794610977173,0.9131221771240234
1,"ADAM,0.0009,WD=0.0001",True,False,0,False,38.242000341415405,51.85999870300293,0.5186,1.7086607217788696,1.3156094551086426
2,"ADAM,0.0009,WD=0.0001",True,False,0,False,55.865997076034546,58.799999952316284,0.588,1.2342751026153564,1.1595512628555298
3,"ADAM,0.0009,WD=0.0001",True,False,0,False,60.19600033760071,61.809998750686646,0.6181,1.1117559671401978,1.0725992918014526
4,"ADAM,0.0009,WD=0.0001",True,False,0,False,63.42800259590149,63.02000284194946,0.6302,1.03048574924469,1.050765037536621
5,"ADAM,0.0009,WD=0.0001",True,False,0,False,66.24199748039246,65.42999744415283,0.6543,0.9510847926139832,0.9812058806419373
6,"ADAM,0.0009,WD=0.0001",True,False,0,False,68.69400143623352,65.86999893188477,0.6587,0.88663250207901,0.9838722944259644
7,"ADAM,0.0009,WD=0.0001",True,False,0,False,70.71599960327148,66.36000275611877,0.6636,0.8330414295196533,0.9705366492271423
8,"ADAM,0.0009,WD=0.0001",True,False,0,False,72.46999740600586,68.09999942779541,0.681,0.7764408588409424,0.919691801071167
9,"ADAM,0.0009,WD=0.0001",True,False,0,False,74.75200295448303,68.33999752998352,0.6834,0.7221460938453674,0.9242980480194092
10,"ADAM,0.0009,WD=0.0001",True,False,0,False,76.56999826431274,68.84999871253967,0.6885,0.6711740493774414,0.9192102551460266
11,"ADAM,0.0009,WD=0.0001",True,False,0,False,78.71400117874146,68.59999895095825,0.686,0.6112004518508911,0.9439040422439575
12,"ADAM,0.0009,WD=0.0001",True,False,0,False,80.35200238227844,69.56999897956848,0.6957,0.5599832534790039,0.9334958791732788
13,"ADAM,0.0009,WD=0.0001",True,False,0,False,82.38400220870972,68.94999742507935,0.6895,0.5066493153572083,0.961067795753479
14,"ADAM,0.0009,WD=0.0001",True,False,0,False,84.00200009346008,69.85999941825867,0.6986,0.46175509691238403,0.9616468548774719
15,"ADAM,0.0009,WD=0.0001",True,False,0,False,85.85000038146973,69.16000247001648,0.6916,0.4111274182796478,1.0030059814453125
1,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,40.643998980522156,49.93999898433685,0.4994,1.6323362588882446,1.3745410442352295
2,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,53.51399779319763,57.38000273704529,0.5738,1.281798243522644,1.1960957050323486
3,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,57.840001583099365,59.25999879837036,0.5926,1.1738553047180176,1.1421715021133423
4,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,61.33599877357483,62.25000023841858,0.6225,1.0865447521209717,1.0724419355392456
5,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,63.77999782562256,63.78999948501587,0.6379,1.0158213376998901,1.0274741649627686
6,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,66.54800176620483,65.14999866485596,0.6515,0.9446862936019897,0.9843011498451233
7,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,68.66400241851807,65.420001745224,0.6542,0.8839051723480225,0.9947888255119324
8,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,70.87399959564209,67.30999946594238,0.6731,0.8263105154037476,0.9340265393257141
9,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,72.48600125312805,67.23999977111816,0.6724,0.7760153412818909,0.9405956864356995
10,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,74.56200122833252,67.97000169754028,0.6797,0.7202041149139404,0.9309619069099426
11,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,76.38599872589111,68.55999827384949,0.6856,0.6730080842971802,0.9307616949081421
12,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,77.71999835968018,68.79000067710876,0.6879,0.6320451498031616,0.9471508860588074
13,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,79.20200228691101,69.09000277519226,0.6909,0.592464029788971,0.91722571849823
14,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,80.87999820709229,68.61000061035156,0.6861,0.5477321743965149,0.9610498547554016
15,"ADAM,0.0009,WD=0.0001",True,False,0.3,True,82.20000267028809,68.73000264167786,0.6873,0.5049459338188171,0.9688350558280945
1,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,40.779998898506165,53.65999937057495,0.5366,1.6325523853302002,1.2818711996078491
2,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,57.02199935913086,58.43999981880188,0.5844,1.2063590288162231,1.1570112705230713
3,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,61.69400215148926,60.329997539520264,0.6033,1.0785630941390991,1.1262935400009155
4,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,64.48400020599365,63.77999782562256,0.6378,0.9992042183876038,1.0216902494430542
5,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,67.21799969673157,64.6399974822998,0.6464,0.9337266683578491,1.0051212310791016
6,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,69.66000199317932,66.32999777793884,0.6633,0.8652218580245972,0.9458305835723877
7,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,71.91399931907654,67.72000193595886,0.6772,0.8030192255973816,0.9351992011070251
8,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,74.07199740409851,69.19000148773193,0.6919,0.7416616082191467,0.8937909007072449
9,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,75.94000101089478,69.37000155448914,0.6937,0.6891651749610901,0.8875514268875122
10,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,77.93200016021729,69.30000185966492,0.693,0.6333540081977844,0.897247850894928
11,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,79.40999865531921,70.28999924659729,0.7029,0.5912730097770691,0.8804158568382263
12,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,81.36199712753296,70.5299973487854,0.7053,0.5352906584739685,0.9020819664001465
13,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,82.90600180625916,70.93999981880188,0.7094,0.4886050224304199,0.8938642740249634
14,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,84.65200066566467,68.99999976158142,0.69,0.4435255527496338,0.9814352989196777
15,"ADAM,0.0009,WD=0.0001",True,False,0.3,False,86.02200150489807,71.069997549057,0.7106999999999999,0.4036785364151001,0.9383850693702698
1,"ADAM,0.0009,WD=0.0001",False,True,0,True,33.392998576164246,47.119998931884766,0.4712,1.8136991262435913,1.4461997747421265
2,"ADAM,0.0009,WD=0.0001",False,True,0,True,42.958998680114746,50.690001249313354,0.5069,1.5733935832977295,1.3787126541137695
3,"ADAM,0.0009,WD=0.0001",False,True,0,True,46.12399935722351,57.440000772476196,0.5744,1.4900848865509033,1.2106611728668213
4,"ADAM,0.0009,WD=0.0001",False,True,0,True,48.2450008392334,58.45999717712402,0.5846,1.4408560991287231,1.1705585718154907
5,"ADAM,0.0009,WD=0.0001",False,True,0,True,49.93099868297577,59.57000255584717,0.5957,1.4024039506912231,1.1460137367248535
6,"ADAM,0.0009,WD=0.0001",False,True,0,True,51.12599730491638,60.909998416900635,0.6091,1.3672813177108765,1.0994951725006104
7,"ADAM,0.0009,WD=0.0001",False,True,0,True,52.22799777984619,60.64000129699707,0.6064,1.344130277633667,1.1074217557907104
8,"ADAM,0.0009,WD=0.0001",False,True,0,True,52.99199819564819,61.97999715805054,0.6198,1.323703646659851,1.0760016441345215
9,"ADAM,0.0009,WD=0.0001",False,True,0,True,54.04300093650818,61.69000267982483,0.6169,1.2967150211334229,1.0837150812149048
10,"ADAM,0.0009,WD=0.0001",False,True,0,True,54.395002126693726,63.48000168800354,0.6348,1.283528447151184,1.0268216133117676
11,"ADAM,0.0009,WD=0.0001",False,True,0,True,55.348002910614014,65.17999768257141,0.6518,1.2588690519332886,0.9917492866516113
12,"ADAM,0.0009,WD=0.0001",False,True,0,True,55.914002656936646,64.60000276565552,0.646,1.2422350645065308,1.0151824951171875
13,"ADAM,0.0009,WD=0.0001",False,True,0,True,56.55500292778015,65.75000286102295,0.6575,1.2301582098007202,0.9741000533103943
14,"ADAM,0.0009,WD=0.0001",False,True,0,True,56.80299997329712,66.53000116348267,0.6653,1.2171671390533447,0.9556244611740112
15,"ADAM,0.0009,WD=0.0001",False,True,0,True,57.7019989490509,64.50999975204468,0.6451,1.1991395950317383,1.0063040256500244
1,"ADAM,0.0009,WD=0.0001",False,True,0,False,35.51799952983856,51.92999839782715,0.5193,1.7541515827178955,1.3324856758117676
2,"ADAM,0.0009,WD=0.0001",False,True,0,False,45.99100053310394,58.70000123977661,0.587,1.4910876750946045,1.1639193296432495
3,"ADAM,0.0009,WD=0.0001",False,True,0,False,49.92699921131134,60.53000092506409,0.6053,1.3898942470550537,1.114023208618164
4,"ADAM,0.0009,WD=0.0001",False,True,0,False,52.125000953674316,62.74999976158142,0.6275,1.3339132070541382,1.0518635511398315
5,"ADAM,0.0009,WD=0.0001",False,True,0,False,53.78299951553345,64.37000036239624,0.6437,1.2896459102630615,1.0048058032989502
6,"ADAM,0.0009,WD=0.0001",False,True,0,False,55.14100193977356,65.52000045776367,0.6552,1.2600764036178589,0.9623191356658936
7,"ADAM,0.0009,WD=0.0001",False,True,0,False,55.9939980506897,65.86999893188477,0.6587,1.232291340827942,0.9657989740371704
8,"ADAM,0.0009,WD=0.0001",False,True,0,False,56.836998462677,67.5499975681305,0.6755,1.2097975015640259,0.9208727478981018
9,"ADAM,0.0009,WD=0.0001",False,True,0,False,57.62699842453003,66.35000109672546,0.6635,1.191617727279663,0.9428312182426453
10,"ADAM,0.0009,WD=0.0001",False,True,0,False,58.316999673843384,68.51999759674072,0.6852,1.1734529733657837,0.8932746648788452
11,"ADAM,0.0009,WD=0.0001",False,True,0,False,58.98500084877014,67.48999953269958,0.6749,1.1553120613098145,0.9090507626533508
12,"ADAM,0.0009,WD=0.0001",False,True,0,False,59.17400121688843,68.37999820709229,0.6838,1.1436799764633179,0.9058952927589417
13,"ADAM,0.0009,WD=0.0001",False,True,0,False,59.67400074005127,67.7299976348877,0.6773,1.1329888105392456,0.9264995455741882
14,"ADAM,0.0009,WD=0.0001",False,True,0,False,60.29899716377258,69.30999755859375,0.6931,1.1191532611846924,0.8801342844963074
15,"ADAM,0.0009,WD=0.0001",False,True,0,False,60.4200005531311,69.12999749183655,0.6913,1.1120164394378662,0.8817254900932312
1,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,35.5789989233017,51.08000040054321,0.5108,1.7476344108581543,1.3287522792816162
2,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,46.29400074481964,56.90000057220459,0.569,1.4913685321807861,1.1915985345840454
3,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,49.557000398635864,60.989999771118164,0.6099,1.4064868688583374,1.1048424243927002
4,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,51.97399854660034,62.550002336502075,0.6255,1.3460273742675781,1.0640432834625244
5,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,53.29499840736389,64.34999704360962,0.6435,1.3106378316879272,1.0225911140441895
6,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,54.24399971961975,65.0600016117096,0.6506,1.2830097675323486,1.0054751634597778
7,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,55.27399778366089,64.82999920845032,0.6483,1.257432222366333,0.9947032928466797
8,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,55.93299865722656,63.01000118255615,0.6301,1.2392566204071045,1.0358027219772339
9,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,56.59000277519226,66.00000262260437,0.66,1.2185593843460083,0.962485671043396
10,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,57.55800008773804,65.67999720573425,0.6568,1.1980583667755127,0.974113941192627
11,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,58.03599953651428,66.14999771118164,0.6615,1.1833460330963135,0.9609094858169556
12,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,58.54700207710266,67.61999726295471,0.6762,1.170085072517395,0.9298299551010132
13,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,58.99699926376343,67.330002784729,0.6733,1.1565625667572021,0.9303025603294373
14,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,59.289002418518066,67.65999794006348,0.6766,1.1498762369155884,0.9102849364280701
15,"ADAM,0.0009,WD=0.0001",False,True,0.3,True,59.637999534606934,68.69999766349792,0.687,1.1345429420471191,0.8869664072990417
1,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,35.81399917602539,52.50999927520752,0.5251,1.7473762035369873,1.3099647760391235
2,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,46.83699905872345,58.240002393722534,0.5824,1.4725948572158813,1.1695023775100708
3,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,50.58000087738037,61.86000108718872,0.6186,1.3784358501434326,1.0741658210754395
4,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,52.806997299194336,61.93000078201294,0.6193,1.319950819015503,1.0708725452423096
5,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,54.55300211906433,63.22000026702881,0.6322,1.2766685485839844,1.033164381980896
6,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,55.92799782752991,65.39999842643738,0.654,1.2387120723724365,0.9990293979644775
7,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,56.971001625061035,66.86999797821045,0.6687,1.2075172662734985,0.9323650598526001
8,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,57.910001277923584,67.10000038146973,0.671,1.1835485696792603,0.9310937523841858
9,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,59.02199745178223,68.26000213623047,0.6826,1.1532385349273682,0.9119481444358826
10,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,59.56500172615051,67.84999966621399,0.6785,1.1434361934661865,0.9250015020370483
11,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,60.32099723815918,70.13000249862671,0.7013,1.1153587102890015,0.8589272499084473
12,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,60.707998275756836,68.81999969482422,0.6882,1.108170986175537,0.8857116103172302
13,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,61.229997873306274,70.3000009059906,0.703,1.0924110412597656,0.8554801344871521
14,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,61.54699921607971,69.88000273704529,0.6988,1.0819141864776611,0.8616016507148743
15,"ADAM,0.0009,WD=0.0001",False,True,0.3,False,62.376999855041504,70.99999785423279,0.7100000000000001,1.064267635345459,0.8372665643692017
1,"ADAM,0.0009,WD=0.0001",False,False,0,True,36.660000681877136,47.609999775886536,0.4761,1.727025032043457,1.4172334671020508
2,"ADAM,0.0009,WD=0.0001",False,False,0,True,51.38999819755554,52.67999768257141,0.5268,1.3449006080627441,1.3024548292160034
3,"ADAM,0.0009,WD=0.0001",False,False,0,True,55.95800280570984,58.25999975204468,0.5826,1.2237346172332764,1.173890233039856
4,"ADAM,0.0009,WD=0.0001",False,False,0,True,58.83600115776062,58.5099995136261,0.5851,1.151886224746704,1.1570378541946411
5,"ADAM,0.0009,WD=0.0001",False,False,0,True,60.77200174331665,59.42000150680542,0.5942,1.103226661682129,1.136329174041748
6,"ADAM,0.0009,WD=0.0001",False,False,0,True,62.39200234413147,61.87000274658203,0.6187,1.0584933757781982,1.0798131227493286
7,"ADAM,0.0009,WD=0.0001",False,False,0,True,63.55999708175659,63.450002670288086,0.6345,1.0240411758422852,1.0443787574768066
8,"ADAM,0.0009,WD=0.0001",False,False,0,True,65.26399850845337,63.63999843597412,0.6364,0.9855520129203796,1.0323090553283691
9,"ADAM,0.0009,WD=0.0001",False,False,0,True,66.70200228691101,64.63000178337097,0.6463,0.9494248628616333,1.002144694328308
10,"ADAM,0.0009,WD=0.0001",False,False,0,True,68.05400252342224,64.9399995803833,0.6494,0.909005343914032,0.9965544939041138
11,"ADAM,0.0009,WD=0.0001",False,False,0,True,69.56599950790405,66.20000004768372,0.662,0.869113028049469,0.9645754098892212
12,"ADAM,0.0009,WD=0.0001",False,False,0,True,70.98600268363953,67.18000173568726,0.6718,0.8237775564193726,0.955546498298645
13,"ADAM,0.0009,WD=0.0001",False,False,0,True,72.6419985294342,67.59999990463257,0.676,0.7818098068237305,0.9406691193580627
14,"ADAM,0.0009,WD=0.0001",False,False,0,True,74.03600215911865,66.93999767303467,0.6694,0.7426554560661316,0.9467983841896057
15,"ADAM,0.0009,WD=0.0001",False,False,0,True,75.04199743270874,68.83000135421753,0.6883,0.7078784704208374,0.9024602770805359
1,"ADAM,0.0009,WD=0.0001",False,False,0,False,41.4139986038208,53.92000079154968,0.5392,1.6193345785140991,1.276684284210205
2,"ADAM,0.0009,WD=0.0001",False,False,0,False,57.99199938774109,61.03000044822693,0.6103,1.1797282695770264,1.097700834274292
3,"ADAM,0.0009,WD=0.0001",False,False,0,False,63.04600238800049,64.410001039505,0.6441,1.0392659902572632,0.9993976354598999
4,"ADAM,0.0009,WD=0.0001",False,False,0,False,66.31799936294556,66.26999974250793,0.6627,0.9454033970832825,0.9522092938423157
5,"ADAM,0.0009,WD=0.0001",False,False,0,False,69.40400004386902,66.79999828338623,0.668,0.8668719530105591,0.9411361217498779
